,source,element_id,element_path_value,element_short_value,element_definition_value,element_min_value,element_max_value,element_cardinality,element_base_path_value,element_base_min_value,element_base_max_value,element_constraint_key_value,element_constraint_severity_value,element_constraint_human_value,element_constraint_expression_value,element_constraint_xpath_value,element_mapping_identity_value,element_mapping_map_value,element_comment_value,element_type_code_value,element_condition_value,element_isSummary_value,element_isModifier_value,element_binding_extension_url,element_binding_extension_valueReference_reference_value,element_binding_extension_valueString_value,element_binding_extension_valueBoolean_value,element_binding_strength_value,element_binding_description_value,element_binding_valueSetReference_reference_value,element_representation_value,element_slicing_discriminator_type_value,element_slicing_discriminator_path_value,element_slicing_description_value,element_slicing_rules_value,element_alias_value,element_requirements_value,element_extension_url,element_extension_valueBoolean_value,element_example_label_value,element_example_valueUri_value,element_example_valueString_value,element_meaningWhenMissing_value,element_type_targetProfile_value,element_fixedCode_value,element_contentReference_value,element_binding_valueSetUri_value
55,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.request,Bundle.entry.request,Transaction Related Information,Additional information about how this entry should be processed as part of a transaction.,0,0,0..0,Bundle.entry.request,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,,BackboneElement,"['ele-1', 'bdl-3']",true,,,,,,,,,,,,,,,,,,,,,,,,,
56,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.request.id,Bundle.entry.request.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,,,
57,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.request.extension,Bundle.entry.request.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,
58,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.request.modifierExtension,Bundle.entry.request.modifierExtension,Extensions that cannot be ignored,"May be used to represent additional information that is not part of the basic definition of the element, and that modifies the understanding of the element that contains it. Usually modifier elements provide negation or qualification. In order to make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.",0,*,0..*,BackboneElement.modifierExtension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,true,true,,,,,,,,,,,,,"['extensions', 'user content', 'modifiers']",,,,,,,,,,,
59,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.request.method,Bundle.entry.request.method,GET | POST | PUT | DELETE,"The HTTP verb for this entry in either a change history, or a transaction/ transaction response.",1,1,1..1,Bundle.entry.request.method,1,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,code,ele-1,true,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,HTTPVerb,,required,HTTP verbs (in the HTTP command line).,http://hl7.org/fhir/ValueSet/http-verb,,,,,,,,,,,,,,,,,
60,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.request.url,Bundle.entry.request.url,URL for HTTP equivalent of this entry,"The URL for this entry, relative to the root (the address to which the request is posted).",1,1,1..1,Bundle.entry.request.url,1,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,"E.g. for a Patient Create, the method would be ""POST"" and the URL would be ""Patient"". For a Patient Update, the method would be PUT, and the URL would be ""Patient/[id]"".",uri,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,
61,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.request.ifNoneMatch,Bundle.entry.request.ifNoneMatch,For managing cache currency,"If the ETag values match, return a 304 Not Modified status. See the API documentation for [""Conditional Read""](http.html#cread).",0,1,0..1,Bundle.entry.request.ifNoneMatch,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,
62,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.request.ifModifiedSince,Bundle.entry.request.ifModifiedSince,For managing update contention,"Only perform the operation if the last updated date matches. See the API documentation for [""Conditional Read""](http.html#cread).",0,1,0..1,Bundle.entry.request.ifModifiedSince,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,"Note: This is intended for precisely observed times, typically system logs etc., and not human-reported times - for them, see date and dateTime below. Time zone is always required",instant,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,
63,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.request.ifMatch,Bundle.entry.request.ifMatch,For managing update contention,"Only perform the operation if the Etag value matches. For more information, see the API section [""Managing Resource Contention""](http.html#concurrency).",0,1,0..1,Bundle.entry.request.ifMatch,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,
64,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.request.ifNoneExist,Bundle.entry.request.ifNoneExist,For conditional creates,"Instruct the server not to perform the create if a specified resource already exists. For further information, see the API documentation for [""Conditional Create""](http.html#ccreate). This is just the query portion of the URL - what follows the ""?"" (not including the ""?"").",0,1,0..1,Bundle.entry.request.ifNoneExist,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,
65,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.response,Bundle.entry.response,Transaction Related Information,Additional information about how this entry should be processed as part of a transaction.,0,0,0..0,Bundle.entry.response,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,,BackboneElement,"['ele-1', 'bdl-4']",true,,,,,,,,,,,,,,,,,,,,,,,,,
66,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.response.id,Bundle.entry.response.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,,,
67,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.response.extension,Bundle.entry.response.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,
68,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.response.modifierExtension,Bundle.entry.response.modifierExtension,Extensions that cannot be ignored,"May be used to represent additional information that is not part of the basic definition of the element, and that modifies the understanding of the element that contains it. Usually modifier elements provide negation or qualification. In order to make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.",0,*,0..*,BackboneElement.modifierExtension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,true,true,,,,,,,,,,,,,"['extensions', 'user content', 'modifiers']",,,,,,,,,,,
69,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.response.status,Bundle.entry.response.status,Status response code (text optional),The status code returned by processing this entry. The status SHALL start with a 3 digit HTTP code (e.g. 404) and may contain the standard HTTP description associated with the status code.,1,1,1..1,Bundle.entry.response.status,1,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,
70,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.response.location,Bundle.entry.response.location,"The location, if the operation returns a location",The location header created by processing this operation.,0,1,0..1,Bundle.entry.response.location,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,see http://en.wikipedia.org/wiki/Uniform_resource_identifier,uri,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,
71,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.response.etag,Bundle.entry.response.etag,The etag for the resource (if relevant),"The etag for the resource, it the operation for the entry produced a versioned resource (see [Resource Metadata and Versioning](http.html#versioning) and [Managing Resource Contention](http.html#concurrency)).",0,1,0..1,Bundle.entry.response.etag,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Etags match the Resource.meta.versionId. The ETag has to match the version id in the header if a resource is included.,string,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,
72,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.response.lastModified,Bundle.entry.response.lastModified,Server's date time modified,The date/time that the resource was modified on the server.,0,1,0..1,Bundle.entry.response.lastModified,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,This has to match the same time in the meta header if a resource is included.,instant,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,
73,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.response.outcome,Bundle.entry.response.outcome,OperationOutcome with hints and warnings (for batch/transaction),An OperationOutcome containing hints and warnings produced as part of processing this entry in a batch or transaction.,0,1,0..1,Bundle.entry.response.outcome,0,1,,,,,,rim,"Entity. Role, or Act","For a POST/PUT operation, this is the equivalent outcome that would be returned for prefer = operationoutcome - except that the resource is always returned whether or not the outcome is returned.",Resource,,true,,,,,,,,,,,,,,,,,,,,,,,,,
74,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.signature,Bundle.signature,Digital Signature,Digital Signature - base64 encoded. XML-DSIg or a JWT.,0,0,0..0,Bundle.signature,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', 'N/A']","The signature could be created by the ""author"" of the bundle or by the originating device.   Requirements around inclusion of a signature, verification of signatures and treatment of signed/non-signed bundles is implementation-environment specific.",Signature,ele-1,true,,,,,,,,,,,,,,,"This element allows capturing signatures on documents. It also allows signatures on messages, transactions or even query responses. It may support content-authentication, non-repudiation or other business cases. This is primarily relevant where the bundle may travel through multiple hops or via other mechanisms where HTTPS non-repudiation is insufficient.",,,,,,,,,,
75,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.signature.id,Bundle.signature.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,,,
76,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.signature.extension,Bundle.signature.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,
77,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.signature.type,Bundle.signature.type,Indication of the reason the entity signed the object(s),An indication of the reason that the entity signed this document. This may be explicitly included as part of the signature information and can be used when determining accountability for various actions concerning the document.,1,*,1..*,Signature.type,1,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'CE/CNE/CWE subset one of the sets of component 1-3 or 4-6', 'CV', 'fhir:Coding rdfs:subClassOf dt:CDCoding']","Examples include attesting to: authorship, correct transcription, and witness of specific event. Also known as a &quot;Commitment Type Indication&quot;.",Coding,ele-1,true,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,SignatureType,,preferred,An indication of the reason that an entity signed the object,http://hl7.org/fhir/ValueSet/signature-type,,,,,,,,,,,,,,,,,
78,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.signature.type.id,Bundle.signature.type.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,,,
79,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.signature.type.extension,Bundle.signature.type.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,
80,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.signature.type.system,Bundle.signature.type.system,Identity of the terminology system,The identification of the code system that defines the meaning of the symbol in the code.,0,1,0..1,Coding.system,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.3', './codeSystem', 'fhir:Coding.system rdfs:subPropertyOf dt:CDCoding.codeSystem']","The URI may be an OID (urn:oid:...) or a UUID (urn:uuid:...).  OIDs and UUIDs SHALL be references to the HL7 OID registry. Otherwise, the URI should come from HL7's list of FHIR defined special URIs or it should de-reference to some definition that establish the system clearly and unambiguously.",uri,ele-1,true,,,,,,,,,,,,,,,Need to be unambiguous about the source of the definition of the symbol.,,,,,,,,,,
81,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.signature.type.version,Bundle.signature.type.version,Version of the system - if relevant,"The version of the code system which was used when choosing this code. Note that a well-maintained code system does not need the version reported, because the meaning of codes is consistent across versions. However this cannot consistently be assured. and when the meaning is not guaranteed to be consistent, the version SHOULD be exchanged.",0,1,0..1,Coding.version,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.7', './codeSystemVersion', 'fhir:Coding.version rdfs:subPropertyOf dt:CDCoding.codeSystemVersion']","Where the terminology does not clearly define what string should be used to identify code system versions, the recommendation is to use the date (expressed in FHIR date format) on which that version was officially published as the version date.",string,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,
82,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.signature.type.code,Bundle.signature.type.code,Symbol in syntax defined by the system,A symbol in syntax defined by the system. The symbol may be a predefined code or an expression in a syntax defined by the coding system (e.g. post-coordination).,0,1,0..1,Coding.code,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.1', './code', 'fhir:Coding.code rdfs:subPropertyOf dt:CDCoding.code']",Note that FHIR strings may not exceed 1MB in size,code,ele-1,true,,,,,,,,,,,,,,,Need to refer to a particular code in the system.,,,,,,,,,,
83,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.signature.type.display,Bundle.signature.type.display,Representation defined by the system,"A representation of the meaning of the code in the system, following the rules of the system.",0,1,0..1,Coding.display,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.2 - but note this is not well followed', 'CV.displayName', 'fhir:Coding.display rdfs:subPropertyOf dt:CDCoding.displayName']",Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,,,,,,,Need to be able to carry a human-readable meaning of the code for readers that do not know  the system.,http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true,,,,,,,,
84,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.signature.type.userSelected,Bundle.signature.type.userSelected,If this coding was chosen directly by the user,Indicates that this coding was chosen by a user directly - i.e. off a pick list of available items (codes or displays).,0,1,0..1,Coding.userSelected,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'Sometimes implied by being first', 'CD.codingRationale', 'fhir:Coding.userSelected fhir:mapsTo dt:CDCoding.codingRationale. fhir:Coding.userSelected fhir:hasMap fhir:Coding.userSelected.map. fhir:Coding.userSelected.map a fhir:Map;   fhir:target dt:CDCoding.codingRationale. fhir:Coding.userSelected\\#true a [     fhir:source ""true"";     fhir:target dt:CDCoding.codingRationale\\#O   ]']","Amongst a set of alternatives, a directly chosen code is the most appropriate starting point for new translations. There is some ambiguity about what exactly 'directly chosen' implies, and trading partner agreement may be needed to clarify the use of this element and its consequences more completely.",boolean,ele-1,true,,,,,,,,,,,,,,,"This has been identified as a clinical safety criterium - that this exact system/code pair was chosen explicitly, rather than inferred by the system based on some rules or language processing.",,,,,,,,,,
85,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.signature.when,Bundle.signature.when,When the signature was created,When the digital signature was signed.,1,1,1..1,Signature.when,1,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,This should agree with the information in the signature.,instant,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,
86,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.signature.who[x],Bundle.signature.who[x],Who signed,A reference to an application-usable description of the identity that signed  (e.g. the signature used their private key).,1,1,1..1,Signature.who[x],1,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,This should agree with the information in the signature.,"['uri', 'Reference', 'Reference', 'Reference', 'Reference', 'Reference']",ele-1,true,,,,,,,,,,,,,,,,,,,,,,"['http://hl7.org/fhir/StructureDefinition/Practitioner', 'http://hl7.org/fhir/StructureDefinition/RelatedPerson', 'http://hl7.org/fhir/StructureDefinition/Patient', 'http://hl7.org/fhir/StructureDefinition/Device', 'http://hl7.org/fhir/StructureDefinition/Organization']",,,
87,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.signature.onBehalfOf[x],Bundle.signature.onBehalfOf[x],The party represented,A reference to an application-usable description of the identity that is represented by the signature.,0,1,0..1,Signature.onBehalfOf[x],0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,The party that can't sign. For example a child.,"['uri', 'Reference', 'Reference', 'Reference', 'Reference', 'Reference']",ele-1,true,,,,,,,,,,,,,,,used when the signature is on behalf of a non-signer.,,,,,,,"['http://hl7.org/fhir/StructureDefinition/Practitioner', 'http://hl7.org/fhir/StructureDefinition/RelatedPerson', 'http://hl7.org/fhir/StructureDefinition/Patient', 'http://hl7.org/fhir/StructureDefinition/Device', 'http://hl7.org/fhir/StructureDefinition/Organization']",,,
88,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.signature.contentType,Bundle.signature.contentType,The technical format of the signature,"A mime type that indicates the technical format of the signature. Important mime types are application/signature+xml for X ML DigSig, application/jwt for JWT, and image/* for a graphical image of a signature, etc.",0,1,0..1,Signature.contentType,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,code,ele-1,true,,"['http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName', 'http://hl7.org/fhir/StructureDefinition/elementdefinition-isCommonBinding']",,MimeType,true,required,The mime type of an attachment. Any valid mime type is allowed.,,,,,,,,,,,,,,,,,,http://www.rfc-editor.org/bcp/bcp13.txt
89,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.signature.blob,Bundle.signature.blob,"The actual signature content (XML DigSig. JWT, picture, etc.)",The base64 encoding of the Signature content. When signature is not recorded electronically this element would be empty.,0,1,0..1,Signature.blob,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,"Where the signature type is an XML DigSig, the signed content is a FHIR Resource(s), the signature is of the XML form of the Resource(s) using  XML-Signature (XMLDIG) ""Detached Signature"" form.",base64Binary,ele-1,,,,,,,,,,,,,,,,,,,,,,,,,,
